mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN,gasto
2021-01,011,Total Unión Europea,28091,Morata de Tajuña,66,091,103.56
2021-01,000,Total,28092,Móstoles,2443,092,103.56
2021-01,010,Total Europa,28092,Móstoles,2139,092,103.56
2021-01,011,Total Unión Europea,28092,Móstoles,1975,092,103.56
2021-01,020,Total África,28092,Móstoles,127,092,103.56
2021-01,030,Total América,28092,Móstoles,148,092,103.56
2021-01,031,Total América del Norte,28092,Móstoles,81,092,103.56
2021-01,033,Total Sudamérica,28092,Móstoles,62,092,103.56
2021-01,102,Austria,28092,Móstoles,57,092,92.99
2021-01,103,Bélgica,28092,Móstoles,48,092,93.49
2021-01,107,Dinamarca,28092,Móstoles,35,092,83.06
2021-01,110,Francia,28092,Móstoles,754,092,76.33
2021-01,115,Italia,28092,Móstoles,47,092,78.93
2021-01,117,Luxemburgo,28092,Móstoles,94,092,103.56
2021-01,121,Países Bajos,28092,Móstoles,470,092,119.62
2021-01,122,Polonia,28092,Móstoles,61,092,75.11
2021-01,123,Portugal,28092,Móstoles,58,092,118.01
2021-01,125,Reino Unido,28092,Móstoles,136,092,79.73
2021-01,126,Alemania,28092,Móstoles,182,092,94.18
2021-01,128,Rumania,28092,Móstoles,37,092,135.09
2021-01,131,Suecia,28092,Móstoles,103,092,120.41
2021-01,228,Marruecos,28092,Móstoles,39,092,103.56
2021-01,234,Nigeria,28092,Móstoles,66,092,103.56
2021-01,000,Total,28093,Navacerrada,57,093,103.56
2021-01,010,Total Europa,28093,Navacerrada,51,093,103.56
2021-01,011,Total Unión Europea,28093,Navacerrada,45,093,103.56
2021-01,000,Total,28095,Navalagamella,76,095,103.56
2021-01,010,Total Europa,28095,Navalagamella,65,095,103.56
2021-01,011,Total Unión Europea,28095,Navalagamella,57,095,103.56
2021-01,000,Total,28096,Navalcarnero,503,096,103.56
2021-01,010,Total Europa,28096,Navalcarnero,474,096,103.56
2021-01,011,Total Unión Europea,28096,Navalcarnero,452,096,103.56
2021-01,102,Austria,28096,Navalcarnero,32,096,92.99
2021-01,110,Francia,28096,Navalcarnero,154,096,76.33
2021-01,121,Países Bajos,28096,Navalcarnero,100,096,119.62
2021-01,126,Alemania,28096,Navalcarnero,80,096,94.18
2021-01,000,Total,28100,Nuevo Baztán,49,100,103.56
2021-01,010,Total Europa,28100,Nuevo Baztán,36,100,103.56
2021-01,000,Total,28104,Paracuellos de Jarama,735,104,103.56
2021-01,010,Total Europa,28104,Paracuellos de Jarama,576,104,103.56
2021-01,011,Total Unión Europea,28104,Paracuellos de Jarama,478,104,103.56
2021-01,030,Total América,28104,Paracuellos de Jarama,150,104,103.56
2021-01,031,Total América del Norte,28104,Paracuellos de Jarama,58,104,103.56
2021-01,033,Total Sudamérica,28104,Paracuellos de Jarama,92,104,103.56
2021-01,102,Austria,28104,Paracuellos de Jarama,32,104,92.99
2021-01,110,Francia,28104,Paracuellos de Jarama,142,104,76.33
2021-01,115,Italia,28104,Paracuellos de Jarama,32,104,78.93
2021-01,121,Países Bajos,28104,Paracuellos de Jarama,59,104,119.62
2021-01,123,Portugal,28104,Paracuellos de Jarama,51,104,118.01
2021-01,125,Reino Unido,28104,Paracuellos de Jarama,69,104,79.73
2021-01,126,Alemania,28104,Paracuellos de Jarama,57,104,94.18
2021-01,303,Mexico,28104,Paracuellos de Jarama,35,104,138.57
2021-01,340,Argentina,28104,Paracuellos de Jarama,37,104,75.7
2021-01,000,Total,28106,Parla,1581,106,103.56
2021-01,010,Total Europa,28106,Parla,1098,106,103.56
2021-01,011,Total Unión Europea,28106,Parla,1003,106,103.56
2021-01,020,Total África,28106,Parla,146,106,103.56
2021-01,030,Total América,28106,Parla,31,106,103.56
2021-01,040,Total Asia,28106,Parla,305,106,103.56
2021-01,110,Francia,28106,Parla,296,106,76.33
2021-01,115,Italia,28106,Parla,34,106,78.93
2021-01,121,Países Bajos,28106,Parla,214,106,119.62
2021-01,122,Polonia,28106,Parla,52,106,75.11
2021-01,123,Portugal,28106,Parla,38,106,118.01
2021-01,125,Reino Unido,28106,Parla,69,106,79.73
2021-01,126,Alemania,28106,Parla,143,106,94.18
2021-01,128,Rumania,28106,Parla,44,106,135.09
2021-01,131,Suecia,28106,Parla,60,106,120.41
2021-01,228,Marruecos,28106,Parla,77,106,103.56
2021-01,234,Nigeria,28106,Parla,62,106,103.56
2021-01,407,China,28106,Parla,303,106,295.75
2021-01,000,Total,28108,Pedrezuela,50,108,103.56
2021-01,010,Total Europa,28108,Pedrezuela,47,108,103.56
2021-01,011,Total Unión Europea,28108,Pedrezuela,41,108,103.56
2021-01,000,Total,28110,Perales de Tajuña,168,110,103.56
2021-01,010,Total Europa,28110,Perales de Tajuña,159,110,103.56
2021-01,011,Total Unión Europea,28110,Perales de Tajuña,153,110,103.56
2021-01,121,Países Bajos,28110,Perales de Tajuña,34,110,119.62
2021-01,000,Total,28111,Pezuela de las Torres,68,111,103.56
2021-01,010,Total Europa,28111,Pezuela de las Torres,68,111,103.56
2021-01,011,Total Unión Europea,28111,Pezuela de las Torres,62,111,103.56
2021-01,000,Total,28112,Pinilla del Valle,41,112,103.56
2021-01,010,Total Europa,28112,Pinilla del Valle,41,112,103.56
2021-01,011,Total Unión Europea,28112,Pinilla del Valle,40,112,103.56
2021-01,000,Total,28113,Pinto,1915,113,103.56
2021-01,010,Total Europa,28113,Pinto,1825,113,103.56
2021-01,011,Total Unión Europea,28113,Pinto,1748,113,103.56
2021-01,030,Total América,28113,Pinto,45,113,103.56
2021-01,031,Total América del Norte,28113,Pinto,32,113,103.56
2021-01,040,Total Asia,28113,Pinto,40,113,103.56
2021-01,102,Austria,28113,Pinto,62,113,92.99
2021-01,103,Bélgica,28113,Pinto,75,113,93.49
2021-01,110,Francia,28113,Pinto,572,113,76.33
2021-01,113,Irlanda,28113,Pinto,45,113,76.38
2021-01,115,Italia,28113,Pinto,100,113,78.93
2021-01,117,Luxemburgo,28113,Pinto,36,113,103.56
2021-01,121,Países Bajos,28113,Pinto,283,113,119.62
2021-01,122,Polonia,28113,Pinto,34,113,75.11
2021-01,123,Portugal,28113,Pinto,61,113,118.01
2021-01,125,Reino Unido,28113,Pinto,58,113,79.73
2021-01,126,Alemania,28113,Pinto,218,113,94.18
2021-01,131,Suecia,28113,Pinto,189,113,120.41
2021-01,407,China,28113,Pinto,36,113,295.75
2021-01,000,Total,28115,Pozuelo de Alarcón,2842,115,103.56
2021-01,010,Total Europa,28115,Pozuelo de Alarcón,2448,115,103.56
2021-01,011,Total Unión Europea,28115,Pozuelo de Alarcón,2142,115,103.56
2021-01,030,Total América,28115,Pozuelo de Alarcón,311,115,103.56
2021-01,031,Total América del Norte,28115,Pozuelo de Alarcón,239,115,103.56
2021-01,033,Total Sudamérica,28115,Pozuelo de Alarcón,69,115,103.56
2021-01,040,Total Asia,28115,Pozuelo de Alarcón,73,115,103.56
2021-01,102,Austria,28115,Pozuelo de Alarcón,196,115,92.99
2021-01,103,Bélgica,28115,Pozuelo de Alarcón,55,115,93.49
2021-01,107,Dinamarca,28115,Pozuelo de Alarcón,150,115,83.06
2021-01,110,Francia,28115,Pozuelo de Alarcón,506,115,76.33
2021-01,115,Italia,28115,Pozuelo de Alarcón,50,115,78.93
2021-01,117,Luxemburgo,28115,Pozuelo de Alarcón,53,115,103.56
2021-01,121,Países Bajos,28115,Pozuelo de Alarcón,685,115,119.62
2021-01,123,Portugal,28115,Pozuelo de Alarcón,72,115,118.01
2021-01,125,Reino Unido,28115,Pozuelo de Alarcón,220,115,79.73
2021-01,126,Alemania,28115,Pozuelo de Alarcón,223,115,94.18
2021-01,131,Suecia,28115,Pozuelo de Alarcón,97,115,120.41
2021-01,132,Suiza,28115,Pozuelo de Alarcón,74,115,206.2
2021-01,302,EE.UU.,28115,Pozuelo de Alarcón,195,115,157.86
2021-01,407,China,28115,Pozuelo de Alarcón,43,115,295.75
2021-01,010,Total Europa,28116,Pozuelo del Rey,35,116,103.56
2021-01,000,Total,28119,Quijorna,84,119,103.56
2021-01,010,Total Europa,28119,Quijorna,70,119,103.56
2021-01,011,Total Unión Europea,28119,Quijorna,63,119,103.56
2021-01,000,Total,28120,Rascafría,184,120,103.56
2021-01,010,Total Europa,28120,Rascafría,180,120,103.56
2021-01,011,Total Unión Europea,28120,Rascafría,174,120,103.56
2021-01,110,Francia,28120,Rascafría,37,120,76.33
2021-01,121,Países Bajos,28120,Rascafría,111,120,119.62
2021-01,000,Total,28123,Rivas-Vaciamadrid,1644,123,103.56
2021-01,010,Total Europa,28123,Rivas-Vaciamadrid,1524,123,103.56
2021-01,011,Total Unión Europea,28123,Rivas-Vaciamadrid,1442,123,103.56
2021-01,030,Total América,28123,Rivas-Vaciamadrid,72,123,103.56
2021-01,031,Total América del Norte,28123,Rivas-Vaciamadrid,48,123,103.56
2021-01,040,Total Asia,28123,Rivas-Vaciamadrid,31,123,103.56
2021-01,102,Austria,28123,Rivas-Vaciamadrid,77,123,92.99
2021-01,103,Bélgica,28123,Rivas-Vaciamadrid,140,123,93.49
2021-01,107,Dinamarca,28123,Rivas-Vaciamadrid,68,123,83.06
2021-01,110,Francia,28123,Rivas-Vaciamadrid,498,123,76.33
2021-01,115,Italia,28123,Rivas-Vaciamadrid,59,123,78.93
2021-01,117,Luxemburgo,28123,Rivas-Vaciamadrid,36,123,103.56
2021-01,121,Países Bajos,28123,Rivas-Vaciamadrid,275,123,119.62
2021-01,125,Reino Unido,28123,Rivas-Vaciamadrid,71,123,79.73
2021-01,126,Alemania,28123,Rivas-Vaciamadrid,119,123,94.18
2021-01,128,Rumania,28123,Rivas-Vaciamadrid,34,123,135.09
2021-01,131,Suecia,28123,Rivas-Vaciamadrid,51,123,120.41
2021-01,302,EE.UU.,28123,Rivas-Vaciamadrid,46,123,157.86
2021-01,000,Total,28125,Robledo de Chavela,115,125,103.56
2021-01,010,Total Europa,28125,Robledo de Chavela,103,125,103.56
2021-01,011,Total Unión Europea,28125,Robledo de Chavela,97,125,103.56
2021-01,110,Francia,28125,Robledo de Chavela,30,125,76.33
2021-01,121,Países Bajos,28125,Robledo de Chavela,37,125,119.62
2021-01,000,Total,28127,"Rozas de Madrid, Las",2461,127,103.56
2021-01,010,Total Europa,28127,"Rozas de Madrid, Las",2174,127,103.56
2021-01,011,Total Unión Europea,28127,"Rozas de Madrid, Las",1971,127,103.56
2021-01,030,Total América,28127,"Rozas de Madrid, Las",212,127,103.56
2021-01,031,Total América del Norte,28127,"Rozas de Madrid, Las",157,127,103.56
2021-01,033,Total Sudamérica,28127,"Rozas de Madrid, Las",52,127,103.56
2021-01,040,Total Asia,28127,"Rozas de Madrid, Las",59,127,103.56
2021-01,102,Austria,28127,"Rozas de Madrid, Las",143,127,92.99
2021-01,107,Dinamarca,28127,"Rozas de Madrid, Las",87,127,83.06
2021-01,110,Francia,28127,"Rozas de Madrid, Las",612,127,76.33
2021-01,115,Italia,28127,"Rozas de Madrid, Las",57,127,78.93
2021-01,117,Luxemburgo,28127,"Rozas de Madrid, Las",86,127,103.56
2021-01,121,Países Bajos,28127,"Rozas de Madrid, Las",568,127,119.62
2021-01,123,Portugal,28127,"Rozas de Madrid, Las",48,127,118.01
2021-01,125,Reino Unido,28127,"Rozas de Madrid, Las",160,127,79.73
2021-01,126,Alemania,28127,"Rozas de Madrid, Las",227,127,94.18
2021-01,131,Suecia,28127,"Rozas de Madrid, Las",73,127,120.41
2021-01,302,EE.UU.,28127,"Rozas de Madrid, Las",126,127,157.86
2021-01,407,China,28127,"Rozas de Madrid, Las",36,127,295.75
2021-01,000,Total,28129,San Agustín del Guadalix,283,129,103.56
2021-01,010,Total Europa,28129,San Agustín del Guadalix,269,129,103.56
2021-01,011,Total Unión Europea,28129,San Agustín del Guadalix,259,129,103.56
2021-01,110,Francia,28129,San Agustín del Guadalix,87,129,76.33
2021-01,121,Países Bajos,28129,San Agustín del Guadalix,48,129,119.62
2021-01,126,Alemania,28129,San Agustín del Guadalix,38,129,94.18
2021-01,000,Total,28130,San Fernando de Henares,1818,130,103.56
2021-01,010,Total Europa,28130,San Fernando de Henares,1724,130,103.56
2021-01,011,Total Unión Europea,28130,San Fernando de Henares,1573,130,103.56
2021-01,030,Total América,28130,San Fernando de Henares,72,130,103.56
2021-01,031,Total América del Norte,28130,San Fernando de Henares,55,130,103.56
2021-01,102,Austria,28130,San Fernando de Henares,30,130,92.99
2021-01,103,Bélgica,28130,San Fernando de Henares,65,130,93.49
2021-01,107,Dinamarca,28130,San Fernando de Henares,59,130,83.06
2021-01,110,Francia,28130,San Fernando de Henares,392,130,76.33
2021-01,113,Irlanda,28130,San Fernando de Henares,43,130,76.38
2021-01,115,Italia,28130,San Fernando de Henares,137,130,78.93
2021-01,117,Luxemburgo,28130,San Fernando de Henares,30,130,103.56
2021-01,121,Países Bajos,28130,San Fernando de Henares,189,130,119.62
2021-01,122,Polonia,28130,San Fernando de Henares,54,130,75.11
2021-01,123,Portugal,28130,San Fernando de Henares,105,130,118.01
2021-01,125,Reino Unido,28130,San Fernando de Henares,124,130,79.73
2021-01,126,Alemania,28130,San Fernando de Henares,210,130,94.18
2021-01,128,Rumania,28130,San Fernando de Henares,55,130,135.09
2021-01,131,Suecia,28130,San Fernando de Henares,152,130,120.41
2021-01,142,Lituania,28130,San Fernando de Henares,30,130,103.56
2021-01,000,Total,28131,San Lorenzo de El Escorial,384,131,103.56
2021-01,010,Total Europa,28131,San Lorenzo de El Escorial,360,131,103.56
2021-01,011,Total Unión Europea,28131,San Lorenzo de El Escorial,317,131,103.56
2021-01,110,Francia,28131,San Lorenzo de El Escorial,102,131,76.33
2021-01,121,Países Bajos,28131,San Lorenzo de El Escorial,59,131,119.62
2021-01,125,Reino Unido,28131,San Lorenzo de El Escorial,39,131,79.73
2021-01,126,Alemania,28131,San Lorenzo de El Escorial,50,131,94.18
2021-01,000,Total,28132,San Martín de la Vega,285,132,103.56
2021-01,010,Total Europa,28132,San Martín de la Vega,279,132,103.56
2021-01,011,Total Unión Europea,28132,San Martín de la Vega,260,132,103.56
2021-01,110,Francia,28132,San Martín de la Vega,64,132,76.33
2021-01,121,Países Bajos,28132,San Martín de la Vega,55,132,119.62
2021-01,126,Alemania,28132,San Martín de la Vega,42,132,94.18
2021-01,000,Total,28133,San Martín de Valdeiglesias,107,133,103.56
2021-01,010,Total Europa,28133,San Martín de Valdeiglesias,96,133,103.56
2021-01,011,Total Unión Europea,28133,San Martín de Valdeiglesias,92,133,103.56
2021-01,110,Francia,28133,San Martín de Valdeiglesias,36,133,76.33
2021-01,121,Países Bajos,28133,San Martín de Valdeiglesias,30,133,119.62
2021-01,000,Total,28134,San Sebastián de los Reyes,2049,134,103.56
2021-01,010,Total Europa,28134,San Sebastián de los Reyes,1881,134,103.56
2021-01,011,Total Unión Europea,28134,San Sebastián de los Reyes,1744,134,103.56
2021-01,030,Total América,28134,San Sebastián de los Reyes,105,134,103.56
2021-01,031,Total América del Norte,28134,San Sebastián de los Reyes,64,134,103.56
2021-01,033,Total Sudamérica,28134,San Sebastián de los Reyes,40,134,103.56
2021-01,040,Total Asia,28134,San Sebastián de los Reyes,41,134,103.56
2021-01,102,Austria,28134,San Sebastián de los Reyes,94,134,92.99
2021-01,103,Bélgica,28134,San Sebastián de los Reyes,87,134,93.49
2021-01,107,Dinamarca,28134,San Sebastián de los Reyes,69,134,83.06
2021-01,110,Francia,28134,San Sebastián de los Reyes,560,134,76.33
2021-01,115,Italia,28134,San Sebastián de los Reyes,67,134,78.93
2021-01,117,Luxemburgo,28134,San Sebastián de los Reyes,47,134,103.56
2021-01,121,Países Bajos,28134,San Sebastián de los Reyes,393,134,119.62
2021-01,122,Polonia,28134,San Sebastián de los Reyes,37,134,75.11
2021-01,123,Portugal,28134,San Sebastián de los Reyes,40,134,118.01
2021-01,125,Reino Unido,28134,San Sebastián de los Reyes,104,134,79.73
2021-01,126,Alemania,28134,San Sebastián de los Reyes,206,134,94.18
2021-01,131,Suecia,28134,San Sebastián de los Reyes,95,134,120.41
2021-01,302,EE.UU.,28134,San Sebastián de los Reyes,60,134,157.86
2021-01,000,Total,28135,Santa María de la Alameda,40,135,103.56
2021-01,010,Total Europa,28135,Santa María de la Alameda,40,135,103.56
2021-01,011,Total Unión Europea,28135,Santa María de la Alameda,30,135,103.56
2021-01,010,Total Europa,28136,Santorcaz,34,136,103.56
2021-01,000,Total,28137,"Santos de la Humosa, Los",301,137,103.56
2021-01,010,Total Europa,28137,"Santos de la Humosa, Los",298,137,103.56
2021-01,011,Total Unión Europea,28137,"Santos de la Humosa, Los",287,137,103.56
2021-01,110,Francia,28137,"Santos de la Humosa, Los",34,137,76.33
2021-01,115,Italia,28137,"Santos de la Humosa, Los",30,137,78.93
2021-01,121,Países Bajos,28137,"Santos de la Humosa, Los",42,137,119.62
2021-01,122,Polonia,28137,"Santos de la Humosa, Los",33,137,75.11
2021-01,126,Alemania,28137,"Santos de la Humosa, Los",33,137,94.18
2021-01,131,Suecia,28137,"Santos de la Humosa, Los",50,137,120.41
2021-01,000,Total,28140,Serranillos del Valle,46,140,103.56
2021-01,010,Total Europa,28140,Serranillos del Valle,46,140,103.56
2021-01,011,Total Unión Europea,28140,Serranillos del Valle,31,140,103.56
2021-01,000,Total,28141,Sevilla la Nueva,76,141,103.56
2021-01,010,Total Europa,28141,Sevilla la Nueva,71,141,103.56
2021-01,011,Total Unión Europea,28141,Sevilla la Nueva,65,141,103.56
2021-01,000,Total,28144,Soto del Real,152,144,103.56
2021-01,010,Total Europa,28144,Soto del Real,145,144,103.56
2021-01,011,Total Unión Europea,28144,Soto del Real,123,144,103.56
2021-01,110,Francia,28144,Soto del Real,41,144,76.33
2021-01,121,Países Bajos,28144,Soto del Real,36,144,119.62
2021-01,000,Total,28145,Talamanca de Jarama,62,145,103.56
2021-01,010,Total Europa,28145,Talamanca de Jarama,54,145,103.56
2021-01,011,Total Unión Europea,28145,Talamanca de Jarama,51,145,103.56
2021-01,000,Total,28146,Tielmes,33,146,103.56
2021-01,010,Total Europa,28146,Tielmes,30,146,103.56
2021-01,000,Total,28147,Titulcia,57,147,103.56
2021-01,010,Total Europa,28147,Titulcia,57,147,103.56
2021-01,011,Total Unión Europea,28147,Titulcia,53,147,103.56
2021-01,131,Suecia,28147,Titulcia,43,147,120.41
2021-01,000,Total,28148,Torrejón de Ardoz,1859,148,103.56
2021-01,010,Total Europa,28148,Torrejón de Ardoz,1659,148,103.56
2021-01,011,Total Unión Europea,28148,Torrejón de Ardoz,1521,148,103.56
2021-01,020,Total África,28148,Torrejón de Ardoz,94,148,103.56
2021-01,030,Total América,28148,Torrejón de Ardoz,88,148,103.56
2021-01,031,Total América del Norte,28148,Torrejón de Ardoz,59,148,103.56
2021-01,102,Austria,28148,Torrejón de Ardoz,45,148,92.99
2021-01,103,Bélgica,28148,Torrejón de Ardoz,47,148,93.49
2021-01,107,Dinamarca,28148,Torrejón de Ardoz,32,148,83.06
2021-01,110,Francia,28148,Torrejón de Ardoz,375,148,76.33
2021-01,113,Irlanda,28148,Torrejón de Ardoz,46,148,76.38
2021-01,115,Italia,28148,Torrejón de Ardoz,98,148,78.93
2021-01,117,Luxemburgo,28148,Torrejón de Ardoz,34,148,103.56
2021-01,121,Países Bajos,28148,Torrejón de Ardoz,298,148,119.62
2021-01,122,Polonia,28148,Torrejón de Ardoz,62,148,75.11
2021-01,123,Portugal,28148,Torrejón de Ardoz,44,148,118.01
2021-01,125,Reino Unido,28148,Torrejón de Ardoz,116,148,79.73
2021-01,126,Alemania,28148,Torrejón de Ardoz,172,148,94.18
2021-01,128,Rumania,28148,Torrejón de Ardoz,76,148,135.09
2021-01,131,Suecia,28148,Torrejón de Ardoz,144,148,120.41
2021-01,142,Lituania,28148,Torrejón de Ardoz,31,148,103.56
2021-01,234,Nigeria,28148,Torrejón de Ardoz,51,148,103.56
2021-01,000,Total,28149,Torrejón de la Calzada,130,149,103.56
2021-01,010,Total Europa,28149,Torrejón de la Calzada,114,149,103.56
2021-01,110,Francia,28149,Torrejón de la Calzada,33,149,76.33
2021-01,121,Países Bajos,28149,Torrejón de la Calzada,42,149,119.62
2021-01,000,Total,28150,Torrejón de Velasco,167,150,103.56
2021-01,010,Total Europa,28150,Torrejón de Velasco,153,150,103.56
2021-01,011,Total Unión Europea,28150,Torrejón de Velasco,146,150,103.56
2021-01,110,Francia,28150,Torrejón de Velasco,54,150,76.33
2021-01,126,Alemania,28150,Torrejón de Velasco,31,150,94.18
2021-01,000,Total,28151,Torrelaguna,79,151,103.56
2021-01,010,Total Europa,28151,Torrelaguna,74,151,103.56
2021-01,011,Total Unión Europea,28151,Torrelaguna,71,151,103.56
2021-01,000,Total,28152,Torrelodones,718,152,103.56
2021-01,010,Total Europa,28152,Torrelodones,661,152,103.56
2021-01,011,Total Unión Europea,28152,Torrelodones,621,152,103.56
2021-01,030,Total América,28152,Torrelodones,49,152,103.56
2021-01,031,Total América del Norte,28152,Torrelodones,37,152,103.56
2021-01,102,Austria,28152,Torrelodones,66,152,92.99
2021-01,107,Dinamarca,28152,Torrelodones,50,152,83.06
2021-01,110,Francia,28152,Torrelodones,180,152,76.33
2021-01,121,Países Bajos,28152,Torrelodones,190,152,119.62
2021-01,125,Reino Unido,28152,Torrelodones,35,152,79.73
2021-01,126,Alemania,28152,Torrelodones,50,152,94.18
2021-01,000,Total,28154,Torres de la Alameda,364,154,103.56
2021-01,010,Total Europa,28154,Torres de la Alameda,343,154,103.56
2021-01,011,Total Unión Europea,28154,Torres de la Alameda,318,154,103.56
2021-01,110,Francia,28154,Torres de la Alameda,112,154,76.33
2021-01,121,Países Bajos,28154,Torres de la Alameda,56,154,119.62
2021-01,126,Alemania,28154,Torres de la Alameda,33,154,94.18
2021-01,131,Suecia,28154,Torres de la Alameda,32,154,120.41
2021-01,000,Total,28156,Valdeavero,31,156,103.56
2021-01,000,Total,28158,Valdemanco,33,158,103.56
2021-01,000,Total,28159,Valdemaqueda,39,159,103.56
2021-01,010,Total Europa,28159,Valdemaqueda,39,159,103.56
2021-01,011,Total Unión Europea,28159,Valdemaqueda,36,159,103.56
2021-01,000,Total,28160,Valdemorillo,227,160,103.56
2021-01,010,Total Europa,28160,Valdemorillo,210,160,103.56
2021-01,011,Total Unión Europea,28160,Valdemorillo,200,160,103.56
2021-01,110,Francia,28160,Valdemorillo,90,160,76.33
2021-01,121,Países Bajos,28160,Valdemorillo,39,160,119.62
2021-01,000,Total,28161,Valdemoro,1846,161,103.56
2021-01,010,Total Europa,28161,Valdemoro,1727,161,103.56
2021-01,011,Total Unión Europea,28161,Valdemoro,1655,161,103.56
2021-01,020,Total África,28161,Valdemoro,30,161,103.56
2021-01,030,Total América,28161,Valdemoro,58,161,103.56
2021-01,031,Total América del Norte,28161,Valdemoro,31,161,103.56
2021-01,102,Austria,28161,Valdemoro,150,161,92.99
2021-01,107,Dinamarca,28161,Valdemoro,97,161,83.06
2021-01,110,Francia,28161,Valdemoro,384,161,76.33
2021-01,113,Irlanda,28161,Valdemoro,39,161,76.38
2021-01,115,Italia,28161,Valdemoro,88,161,78.93
2021-01,117,Luxemburgo,28161,Valdemoro,47,161,103.56
2021-01,121,Países Bajos,28161,Valdemoro,206,161,119.62
2021-01,122,Polonia,28161,Valdemoro,45,161,75.11
2021-01,123,Portugal,28161,Valdemoro,50,161,118.01
2021-01,125,Reino Unido,28161,Valdemoro,53,161,79.73
2021-01,126,Alemania,28161,Valdemoro,151,161,94.18
2021-01,131,Suecia,28161,Valdemoro,275,161,120.41
2021-01,136,Letonia,28161,Valdemoro,34,161,103.56
2021-01,000,Total,28162,Valdeolmos-Alalpardo,57,162,103.56
2021-01,010,Total Europa,28162,Valdeolmos-Alalpardo,56,162,103.56
2021-01,011,Total Unión Europea,28162,Valdeolmos-Alalpardo,49,162,103.56
2021-01,000,Total,28164,Valdetorres de Jarama,113,164,103.56
2021-01,010,Total Europa,28164,Valdetorres de Jarama,107,164,103.56
2021-01,011,Total Unión Europea,28164,Valdetorres de Jarama,101,164,103.56
2021-01,110,Francia,28164,Valdetorres de Jarama,49,164,76.33
2021-01,121,Países Bajos,28164,Valdetorres de Jarama,37,164,119.62
2021-01,000,Total,28165,Valdilecha,44,165,103.56
2021-01,010,Total Europa,28165,Valdilecha,44,165,103.56
2021-01,000,Total,28167,Velilla de San Antonio,193,167,103.56
2021-01,010,Total Europa,28167,Velilla de San Antonio,181,167,103.56
2021-01,011,Total Unión Europea,28167,Velilla de San Antonio,175,167,103.56
2021-01,107,Dinamarca,28167,Velilla de San Antonio,45,167,83.06
2021-01,110,Francia,28167,Velilla de San Antonio,42,167,76.33
2021-01,000,Total,28168,"Vellón, El",67,168,103.56
2021-01,010,Total Europa,28168,"Vellón, El",60,168,103.56
2021-01,011,Total Unión Europea,28168,"Vellón, El",55,168,103.56
2021-01,000,Total,28169,Venturada,38,169,103.56
2021-01,010,Total Europa,28169,Venturada,33,169,103.56
2021-01,000,Total,28171,Villa del Prado,114,171,103.56
2021-01,010,Total Europa,28171,Villa del Prado,105,171,103.56
2021-01,011,Total Unión Europea,28171,Villa del Prado,93,171,103.56
2021-01,110,Francia,28171,Villa del Prado,30,171,76.33
2021-01,121,Países Bajos,28171,Villa del Prado,31,171,119.62
2021-01,000,Total,28172,Villalbilla,186,172,103.56
2021-01,010,Total Europa,28172,Villalbilla,181,172,103.56
2021-01,011,Total Unión Europea,28172,Villalbilla,177,172,103.56
2021-01,110,Francia,28172,Villalbilla,75,172,76.33
2021-01,121,Países Bajos,28172,Villalbilla,51,172,119.62
2021-01,000,Total,28174,Villamanta,41,174,103.56
2021-01,010,Total Europa,28174,Villamanta,35,174,103.56
2021-01,011,Total Unión Europea,28174,Villamanta,31,174,103.56
2021-01,000,Total,28176,Villanueva de la Cañada,665,176,103.56
2021-01,010,Total Europa,28176,Villanueva de la Cañada,646,176,103.56
2021-01,011,Total Unión Europea,28176,Villanueva de la Cañada,618,176,103.56
2021-01,110,Francia,28176,Villanueva de la Cañada,447,176,76.33
2021-01,115,Italia,28176,Villanueva de la Cañada,44,176,78.93
2021-01,121,Países Bajos,28176,Villanueva de la Cañada,53,176,119.62
2021-01,126,Alemania,28176,Villanueva de la Cañada,32,176,94.18
2021-01,000,Total,28177,Villanueva del Pardillo,329,177,103.56
2021-01,010,Total Europa,28177,Villanueva del Pardillo,309,177,103.56
2021-01,011,Total Unión Europea,28177,Villanueva del Pardillo,281,177,103.56
2021-01,110,Francia,28177,Villanueva del Pardillo,116,177,76.33
2021-01,121,Países Bajos,28177,Villanueva del Pardillo,87,177,119.62
2021-01,000,Total,28179,Villar del Olmo,44,179,103.56
2021-01,010,Total Europa,28179,Villar del Olmo,42,179,103.56
2021-01,011,Total Unión Europea,28179,Villar del Olmo,39,179,103.56
2021-01,000,Total,28180,Villarejo de Salvanés,193,180,103.56
2021-01,010,Total Europa,28180,Villarejo de Salvanés,186,180,103.56
2021-01,011,Total Unión Europea,28180,Villarejo de Salvanés,176,180,103.56
2021-01,110,Francia,28180,Villarejo de Salvanés,43,180,76.33
2021-01,121,Países Bajos,28180,Villarejo de Salvanés,82,180,119.62
2021-01,000,Total,28181,Villaviciosa de Odón,908,181,103.56
2021-01,010,Total Europa,28181,Villaviciosa de Odón,817,181,103.56
2021-01,011,Total Unión Europea,28181,Villaviciosa de Odón,747,181,103.56
2021-01,030,Total América,28181,Villaviciosa de Odón,57,181,103.56
2021-01,031,Total América del Norte,28181,Villaviciosa de Odón,41,181,103.56
2021-01,102,Austria,28181,Villaviciosa de Odón,33,181,92.99
2021-01,110,Francia,28181,Villaviciosa de Odón,336,181,76.33
2021-01,115,Italia,28181,Villaviciosa de Odón,48,181,78.93
