grupo,tipo,nombre,X,Y
hosteleria,restaurant,Restaurante Romero,-3.8256696,40.2944842
hosteleria,cafe,NA,-3.8040993,40.365379
hosteleria,bar,El Txoko,-3.6929558,40.396209
comercio,travel_agent,Alquiler de autocares y micorbuses Torres Bus,-3.693913,40.3129262
hosteleria,cafe,La chocita,-3.7129699,40.6117019
comercio,butcher,Alimentienda,-3.4610804,40.4471231
comercio,greengrocer,Lara Fruit,-3.4611468,40.4471663
comercio,hairdresser,Barbacana,-3.4612032,40.4472029
hosteleria,restaurant,La Villara,-3.4613878,40.4429404
hosteleria,restaurant,Cafetería Restaurante Vianda,-3.6126583,40.4979544
comercio,convenience,Alimentaciónn Valdebebas,-3.6126464,40.4977438
hosteleria,restaurant,Restaurante cafetería El Museo,-3.5842667,40.4521392
hosteleria,restaurant,El Rebujito,-3.8574079,40.314219
comercio,hairdresser,A Contrapelo,-3.8571426,40.3143711
comercio,clothes,Merlín,-3.8565177,40.3147418
hosteleria,bar,La Tasquita,-3.864935,40.3225888
hosteleria,restaurant,La Flecha,-3.8621456,40.3258022
hosteleria,restaurant,New Caura,-3.8617258,40.3252268
hosteleria,restaurant,Pintxos,-3.8616452,40.3251246
hosteleria,restaurant,La Fábrica 246,-3.861533,40.3250318
hosteleria,restaurant,Mesón Serrano,-3.8613093,40.3230313
comercio,clothes,Almacenes Barcelona,-3.4398305,40.2984259
hosteleria,restaurant,La Minoterie,-3.7062521,40.4105047
comercio,supermarket,Plaza,-3.6180111,40.4308622
comercio,laundry,NA,-3.6181399,40.4305292
comercio,convenience,Alimentacion,-3.6216199,40.4261689
hosteleria,pub,Cerveceria Sanz,-3.6178858,40.4305538
hosteleria,restaurant,Shiray,-3.6221329,40.4268604
hosteleria,bar,NA,-3.7133061,40.4083438
comercio,convenience,Alimentacion Autoservicio,-3.619448,40.4280307
comercio,greengrocer,Frutas y verduras,-3.6217012,40.4268849
hosteleria,pub,NA,-3.6393753,40.4244413
hosteleria,pub,Barco,-3.6195064,40.4271845
comercio,butcher,Merca Alcala,-3.621494,40.4266051
hosteleria,restaurant,Mariano,-3.6969025,40.4137702
comercio,supermarket,Hiber,-3.6286429,40.4263983
comercio,convenience,NA,-3.6380006,40.424476
comercio,butcher,Carniceria,-3.6213947,40.4264484
comercio,supermarket,Dia,-3.6254555,40.4281916
hosteleria,restaurant,El Cardeño,-3.6849376,40.4502011
hosteleria,fast_food,Carlos Bryan,-3.6213995,40.4260482
hosteleria,pub,Camarero,-3.6218353,40.4275995
comercio,hairdresser,Boselú,-3.6849324,40.4502763
hosteleria,restaurant,Roostiq,-3.6962812,40.4219999
comercio,jeweller,Oyag,-3.7076123,40.4133376
comercio,clothes,Zorrilla,-3.7073497,40.4137173
hosteleria,restaurant,Bar Restaurante A Todas Horas,-3.6397737,40.4751987
comercio,supermarket,Ahorramás,-3.7214792,40.3161437
comercio,shoe_shop,Satorisan,-3.6949996,40.422588
hosteleria,pub,Barbanarama,-3.6985115,40.4217433
comercio,bookshop,Berkana,-3.6991907,40.4228051
hosteleria,cafe,MrKaffe,-4.0120556,40.5796007
hosteleria,pub,El Rincón Andaluz,-4.1486768,40.5947471
comercio,clothes,Desigual,-3.5875496,40.4474124
comercio,jeweller,Majorica,-3.5874176,40.4475679
hosteleria,restaurant,Udon,-3.5874798,40.4476672
comercio,jeweller,Swarovski,-3.5872712,40.4474815
hosteleria,restaurant,La Eñe,-3.5869557,40.447831
comercio,optician,GAES Arganda,-3.4432809,40.3014992
hosteleria,restaurant,Vadepizza Arganda,-3.443372,40.3015267
hosteleria,cafe,Cervecería El 12,-3.4429594,40.3014433
hosteleria,bar,Tapas La Esquinita,-3.4426837,40.3018794
hosteleria,restaurant,El Edén,-3.4429879,40.3016986
comercio,optician,Alain Afflelou,-3.4431833,40.3012773
comercio,supermarket,Dia,-3.4447409,40.3014107
hosteleria,fast_food,Telepizza,-3.4425423,40.3016753
comercio,supermarket,Ahorramás,-3.4418713,40.3024636
hosteleria,restaurant,La Taberna,-3.4383199,40.300524
comercio,hairdresser,Bravo,-3.4402337,40.3005955
hosteleria,pub,El Duende,-3.439087,40.3005468
turismo,hotel,Hotel NH Collection Madrid Suecia,-3.696216,40.417866
comercio,convenience,Alimentación Cañaveral,-3.5620559,40.4009205
comercio,bakery,Caprichos,-3.5629446,40.4062539
hosteleria,restaurant,Arturo's,-3.5631352,40.4063476
hosteleria,pub,Cervecería Boggus,-3.5632745,40.4064164
hosteleria,restaurant,Fresno,-3.6693439,40.4359358
hosteleria,cafe,La Plancha,-3.6690836,40.4358399
hosteleria,restaurant,Kasanova,-3.6725291,40.4165741
hosteleria,restaurant,NA,-3.6689309,40.4417353
comercio,travel_agent,NA,-3.669242,40.4428992
comercio,hairdresser,Lunar,-3.6691848,40.4428395
hosteleria,pub,La Estación Latina,-3.6149835,40.6789949
comercio,travel_agent,Viajes El Corte Inglés,-3.6694936,40.4430942
hosteleria,restaurant,La Enseña de las Tres Ranas,-3.6143557,40.679052
comercio,convenience,México en tu casa,-3.6152528,40.6793156
comercio,optician,Óptica Navalzarza,-3.615283,40.6792333
comercio,beverages,Raíces,-3.615736,40.6793147
comercio,stationery,Maher,-3.6155542,40.6794484
comercio,florist,El Jardín de Mabel,-3.5279101,40.5056194
turismo,guesthouse,Casa del Baile,-3.5820513,41.0475039
hosteleria,restaurant,Casa Julián,-3.883136,40.7422153
comercio,optician,Mi Óptico,-3.627504,40.5452191
hosteleria,restaurant,Café de los Austrias,-3.7113353,40.4171678
hosteleria,restaurant,La Pilla,-3.6950858,40.4284947
comercio,beauty_shop,Centro de estética Deva,-3.4703314,40.4435913
hosteleria,fast_food,The Goog Burguer (TGB),-3.3934164,40.4767684
comercio,supermarket,Supercor,-3.8679422,40.4841728
comercio,convenience,Recológica,-3.869301,40.3246153
turismo,hotel,Petit Palace Savoy Alfonso XII,-3.6891605,40.4171967
turismo,hotel,AC Hotel Palacio del Retiro,-3.6891112,40.417819
hosteleria,pub,Zabeska,-3.8548152,40.3296305
hosteleria,fast_food,Rodilla,-3.7027213,40.4171219
comercio,sports_shop,Pop Up,-3.7101696,40.4231544
comercio,gift_shop,Ale-Hop,-3.7099583,40.4230409
turismo,hotel,TRYP Madrid Plaza España Hotel,-3.7098714,40.4229708
hosteleria,fast_food,Papizza,-3.7098021,40.4229272
hosteleria,restaurant,De María,-3.7095536,40.4227707
hosteleria,restaurant,Sirena Verde,-3.708561,40.4221383
hosteleria,fast_food,Papizza,-3.7060451,40.4205411
comercio,optician,ÓPTICA MERINO,-3.7096669,40.4093477
comercio,bakery,El Obrador de Goya,-3.8631991,40.3242323
comercio,supermarket,Ahorramás,-3.8661382,40.3258409
comercio,car_wash,La Esponja Brillante,-3.8637104,40.3259454
hosteleria,fast_food,NA,-3.8644859,40.320271
hosteleria,restaurant,Döner Kebab,-3.8603209,40.3246054
hosteleria,fast_food,Comida para Llevar,-3.8610639,40.3227161
comercio,convenience,Alimentación,-3.8601508,40.3245057
comercio,convenience,Alimentación,-3.8638244,40.3224656
comercio,greengrocer,NA,-3.8641537,40.321994
hosteleria,fast_food,Domino's Pizza,-3.8651164,40.3203468
hosteleria,restaurant,Los Picos,-3.8646653,40.3244169
hosteleria,fast_food,Domino's Pizza,-3.8815291,40.3256907
comercio,bakery,NA,-3.8633201,40.3255713
comercio,supermarket,Dia,-3.8617317,40.3267485
comercio,bookshop,NA,-3.8650716,40.3233826
comercio,convenience,Alimentación,-3.884936,40.3285236
comercio,greengrocer,Legazpi,-3.8627019,40.3258159
comercio,toy_shop,Cucutoys,-3.7282110999999998,40.4745442
turismo,hotel,Hotel Santo Domingo,-3.7088133,40.4208143
hosteleria,restaurant,La Raquetista,-3.6771094,40.4205032
turismo,guesthouse,Hostal Met Madrid 2,-3.7090555,40.4163334
turismo,hotel,Hotel One Shot Fortuny 07,-3.6911914,40.4287821
comercio,clothes,Mil Modelitos,-3.7418433,40.3900224
hosteleria,restaurant,Restaurante Blitz,-3.6835278,40.3968093
hosteleria,restaurant,Restaurante La Paquita,-3.6836346,40.3967478
turismo,hotel,EuroStars Madrid Congress,-3.6212702,40.5345557
comercio,butcher,Hermanos Mantecon,-3.4846387,40.4606339
hosteleria,pub,Bar Ricardo,-3.774253,40.2297547
turismo,guesthouse,Hostal Mundial,-3.6938229,40.4066984
hosteleria,cafe,NA,-3.7869311,40.3787141
hosteleria,fast_food,Burger King,-3.6195043,40.4562215
hosteleria,restaurant,Andoriña,-3.6989858,40.4588017
hosteleria,bar,Dubai,-3.6983663,40.459665
comercio,clothes,Top Top,-3.4744564,40.4567417
turismo,guesthouse,casa Richi sus tíos.,-3.9280941,40.3913889
comercio,supermarket,Dia Market,-3.699635,40.4653287
comercio,supermarket,La Plaza de DIA,-3.7024907,40.4699638
hosteleria,cafe,Cafetería Versalles,-3.8332446,40.2948597
hosteleria,cafe,Cafetería Bureo,-3.8329797,40.2955466
comercio,supermarket,Dia,-3.8330143,40.2954684
hosteleria,fast_food,Telepizza,-3.8332777,40.2947876
comercio,greengrocer,Frutería,-3.8332241,40.2948963
hosteleria,cafe,Churrería Cris,-3.8332367,40.29488
comercio,bakery,Panadería La Espiga Fuenlabrada,-3.8331694,40.295052
comercio,doityourself,CMB Bricolage,-3.6177902,40.3972776
hosteleria,bar,El rincón del paladar,-3.6484307,40.4093575
comercio,chemist,La Parafarmacia,-3.6481549,40.409267
hosteleria,bar,Cervecería Don José,-3.6476651,40.4091051
comercio,hairdresser,Retokes,-3.6477196,40.4095182
comercio,beauty_shop,No+Vello,-3.6487337,40.4094649
comercio,bakery,El obrador de Goya,-3.6463593,40.4101745
hosteleria,bar,Cerveceria La Perla,-3.6436651,40.4089431
hosteleria,restaurant,Buena Vida,-3.8773721,40.3122598
hosteleria,bar,My Secret,-3.7012275,40.2591935
hosteleria,restaurant,Nakama,-3.8926988,40.504893
hosteleria,restaurant,Annapurna,-3.6951971,40.4587067
comercio,furniture_shop,Q-Sofás,-3.8918787,40.5033413
hosteleria,restaurant,Nakama,-3.6987416,40.4284534
comercio,toy_shop,Empiezadores,-3.6605443,40.4016507
comercio,laundry,Tintorerías Leganés,-3.732426,40.4120452
hosteleria,bar,Pin-Pol,-3.2399488,40.0685545
hosteleria,bar,Balcón de Tajo Oeste,-3.4886236,40.0652987
hosteleria,bar,NA,-3.5280492,40.0582895
hosteleria,bar,NA,-3.5461174,40.0503476
comercio,laundry,Colada Express,-3.7335572,40.4119797
comercio,gift_shop,Alamillos,-3.5724052,40.4186277
comercio,butcher,El Puerto,-3.5713362,40.4187861
comercio,beauty_shop,Beauty & Nails Studio,-3.5728105,40.4177264
hosteleria,bar,El Guernica,-3.5727465,40.4189579
comercio,convenience,Droguería Nati,-3.5712448,40.4186925
hosteleria,pub,La Estación,-3.8974523,40.5195376
comercio,laundry,LavoExpress,-3.6494822,40.4097495
comercio,supermarket,Alcampo,-3.7486522,40.378698
comercio,travel_agent,Civitatis,-3.7069612,40.4165218
turismo,hostel,Residencia C. Miralva,-3.701515,40.4227945
hosteleria,cafe,Hustar,-3.6699941,40.4127429
hosteleria,restaurant,La tabla del 3,-3.6750505,40.411271
hosteleria,restaurant,A picnic,-3.6757665,40.4115717
hosteleria,restaurant,La Bobia,-3.707692,40.4113176
hosteleria,restaurant,La Taberna de Elia,-3.7935705,40.4368195
hosteleria,restaurant,Los 4 Mares,-3.5014201,40.4533172
comercio,laundry,Tinte Fernández,-3.71695,40.4212745
hosteleria,restaurant,Brescia,-3.6997175,40.4187342
hosteleria,bar,La Ramona,-3.7014011,40.4152483
comercio,car_dealership,Turismotor,-3.6506536,40.5296054
comercio,car_dealership,Takai Motor,-3.6509041,40.5294635
hosteleria,restaurant,Jimbo Smokehouse,-3.7002632,40.4405269
hosteleria,bar,Gourmet,-3.6365425,40.9940217
hosteleria,fast_food,Pizzería Recova,-3.6363135,40.9943494
hosteleria,bar,El Portu,-3.6364738,40.9939041
hosteleria,pub,La Taberna de Ángela,-3.6856714,40.4697482
hosteleria,cafe,Café Plaza,-3.6856259,40.4697964
hosteleria,restaurant,Casa Adriano,-3.705774,40.4545823
hosteleria,restaurant,La Marimorena,-3.5935272,40.36033
hosteleria,restaurant,Restaurante de Teo,-3.6372091,40.9914035
comercio,bicycle_rental,NA,-3.8429671,40.9158586
hosteleria,cafe,NA,-3.843691,40.9176671
comercio,supermarket,NA,-3.8436354,40.9177823
hosteleria,restaurant,Nevero Paz,-3.854567,40.9149699
hosteleria,restaurant,El Urogallo,-3.8572581,40.4518085
hosteleria,restaurant,La Española,-3.3652815,40.4828857
hosteleria,restaurant,Nubium,-3.3664698,40.4824291
hosteleria,restaurant,Taberna La Catapa,-3.6772879,40.4193576
hosteleria,pub,Lizarrán,-3.7180802,40.4869549
hosteleria,restaurant,Bonsai Garden,-3.7181726,40.4858512
hosteleria,pub,Bulería,-3.7203223,40.4845437
hosteleria,pub,The Clover,-3.7185627,40.485853
hosteleria,pub,Los Granaínos IV,-3.7225261,40.4845937
hosteleria,cafe,Tosta,-3.7222701,40.4854153
hosteleria,pub,El Chorrón,-3.7219571,40.4854339
hosteleria,cafe,Mundus,-3.72053,40.4849508
hosteleria,cafe,Telos,-4.1470294,40.5926401
hosteleria,cafe,El Muérdago,-4.1479101,40.5914424
comercio,convenience,NA,-4.1463159,40.5931139
hosteleria,fast_food,Comer X Comer,-4.1472869,40.5915795
hosteleria,pub,Bar Peque,-4.1471191,40.5925413
comercio,clothes,El Apartamento,-4.1479729,40.5915082
hosteleria,cafe,La Tienda Deli,-4.1476353,40.5914572
comercio,florist,Balcones Y Flores,-4.1472292,40.5919016
hosteleria,cafe,Antigua Canela,-4.1488888,40.5916756
comercio,clothes,Tempo Libero,-4.1474883,40.591431
comercio,travel_agent,NA,-3.6140085,40.6792955
comercio,greengrocer,Asamina,-3.4708429,40.458093
comercio,hairdresser,Danyela Styler,-3.4735226,40.4573877
hosteleria,restaurant,Tapa Tapa,-3.7076423,40.4174257
hosteleria,bar,Lima,-3.6666426,40.3952856
hosteleria,bar,La Jamboteca,-3.6673844,40.396892
comercio,supermarket,Biocentro La Canela,-3.7021962,40.4162686
comercio,bakery,El Obrador de Valentín,-3.6878037,40.4954154
hosteleria,restaurant,Casa Felipe,-3.6873163,40.4968854
hosteleria,cafe,Cafetería Fuencarral,-3.6868847,40.4972898
hosteleria,cafe,Marysierra,-3.6869859,40.497781
hosteleria,pub,Darkon,-3.6993638,40.4141704
hosteleria,restaurant,100 Montaditos,-3.7069153,40.4161946
hosteleria,bar,La Dulce Harley,-3.3730469,40.4799679
hosteleria,bar,Whelans Irish Pub,-3.3666004,40.4818472
hosteleria,restaurant,Restaurante Pescaitos El Puerto,-3.9038373,40.3582018
hosteleria,restaurant,Pizza Lobato,-3.9037904,40.3581916
comercio,laundry,Servi Odón,-3.9039164,40.3582948
hosteleria,restaurant,All'Italiana,-3.9037662,40.3582417
hosteleria,bar,Frittomisto,-3.9036415,40.3582059
comercio,mobile_phone_shop,Orange,-3.9034202,40.3584134
comercio,greengrocer,Eusebio y Óscar,-3.9077198,40.356789
hosteleria,restaurant,Restaurante Fartucu,-3.7123788,40.4540503
comercio,bakery,Granier,-3.6620461,40.3946939
hosteleria,restaurant,El Barril,-3.6727472,40.4244861
hosteleria,restaurant,Pelotari,-3.6907019,40.422211
comercio,hairdresser,Peluquería ¡¡¡jo qué corte!!!,-3.6989509,40.411326
comercio,butcher,Pollería Hernández,-3.6990094,40.4113763
hosteleria,cafe,Bar Bravo,-3.8099769,40.2971281
hosteleria,restaurant,Leña Bar y Restaurante,-3.6996012,40.4127284
hosteleria,restaurant,Zen Market,-3.6889077,40.4522186
hosteleria,restaurant,La Casa de las Torrijas,-3.7042458,40.4152377
comercio,convenience,NA,-3.6578516,40.3997066
comercio,greengrocer,Mamá Tierra,-3.6596468,40.4005707
hosteleria,restaurant,Bar Pichi Sushi,-3.6623374,40.3984553
hosteleria,restaurant,Bar Restaurante Ortiz,-3.7037046,40.596858
hosteleria,restaurant,A'Kangas by Urrechu,-3.6532947,40.5144282
hosteleria,restaurant,A Brasa,-3.65271,40.5142875
comercio,bookshop,Fnac,-3.7080986,40.4791351
comercio,stationery,Papelería Luisa,-3.8710955,40.3316728
comercio,car_dealership,KFJ Motor,-3.9948381,40.5711365
hosteleria,cafe,La Rotonda,-3.6867147,40.4701709
hosteleria,restaurant,La Parrilla Sanabresa,-3.6862586,40.4700521
hosteleria,pub,Dala's,-3.6867836,40.4700269
hosteleria,pub,La 2ª Base,-3.6871208,40.4691596
comercio,clothes,Miuna,-3.6870263,40.4689916
comercio,greengrocer,Mari Carmen,-3.6868827,40.4695355
hosteleria,bar,Bahía Negra,-3.6863322,40.4698157
hosteleria,bar,La pajarería,-3.6678235,40.3963705
hosteleria,restaurant,El Chalán del Norte,-3.6634789,40.3968528
hosteleria,cafe,Cafetería de la ETSAM,-3.7307045,40.4400653
comercio,optician,Opticalia,-3.906631,40.3584235
comercio,supermarket,BM,-3.902605,40.3560423
comercio,kiosk,NA,-3.6568196,40.4944593
comercio,doityourself,Jumisa,-3.7718134,40.3321692
hosteleria,bar,Cafetería Florida,-3.7713669,40.3348874
hosteleria,cafe,Cafetería Find The Forest Coffee Shop,-3.7677958,40.3343579
hosteleria,restaurant,Restaurante Triclinium,-3.7656221,40.327359
comercio,greengrocer,Frutería Amistad,-3.7729034,40.3328906
hosteleria,fast_food,Alandalus Dulces Árabes,-3.7721312,40.3337823
hosteleria,bar,Bar Cordero,-3.7704116,40.3326577
comercio,bakery,Pastelería Zubia,-3.7694743,40.3332143
comercio,convenience,Sophy's Land Bazar y Tienda de Regalos,-3.7694754,40.3336571
hosteleria,bar,La Cervecera,-3.7700039,40.3351411
comercio,bakery,La Panadería,-3.7660937,40.3351243
hosteleria,bar,El saco roto,-3.7574899,40.3300902
hosteleria,bar,Donde Emilio,-3.7575597,40.3303754
hosteleria,bar,El Triunfo II,-3.7550752,40.3294912
hosteleria,fast_food,Cafetería Varela,-3.7552728,40.3299798
comercio,laundry,Lava lava,-3.7714911,40.3324858
hosteleria,bar,Bar Cleto,-3.7718508,40.3346692
comercio,stationery,Papelería Setrains,-3.770993,40.3338862
hosteleria,bar,Las Tres Niñas,-3.7745424,40.3341309
hosteleria,restaurant,La Casa de las Hamburguesas,-3.760779,40.3262631
hosteleria,bar,Bodega Sanz,-3.7608885,40.3266105
hosteleria,bar,Origen 27 (Little Ibiza),-3.7595693,40.3276353
hosteleria,bar,Bar Sandy'S,-3.7589434,40.3303255
hosteleria,bar,Cervecería El Arco,-3.7631601,40.3341539
hosteleria,bar,Cafetería Atlanta,-3.7647582,40.336254
hosteleria,bar,Bodega Bar La Encina,-3.7700948,40.3347981
comercio,supermarket,El Santo Niño,-3.7716322,40.3344103
hosteleria,bar,Avenida BYT Tapas,-3.7392063,40.3354049
hosteleria,bar,Bar Río Tajo,-3.7712228,40.333015
hosteleria,bar,Bar Jovi,-3.7717349,40.3254308
hosteleria,fast_food,Star Doner Kebab,-3.7658698,40.328974
hosteleria,restaurant,Mamma Mariq,-3.7652568,40.3288901
hosteleria,restaurant,Burguer Rober,-3.7677656,40.3293319
hosteleria,bar,Ohlala Leganés,-3.7665393,40.3295102
hosteleria,restaurant,Restaurante chino La Abundancia,-3.7633355,40.3289896
hosteleria,bar,Cafetería Er Tito Juli,-3.763056,40.3286878
hosteleria,pub,The Lamber Irish Tavern,-3.7656592,40.3287149
hosteleria,restaurant,The Diner American Foods,-3.7662872,40.3284811
hosteleria,restaurant,Twister Rock&Food,-3.7682321,40.3309575
hosteleria,bar,La Choza,-3.7694135,40.3324471
hosteleria,bar,Café Bar Gredos,-3.7730788,40.3326574
hosteleria,restaurant,Restaurante Chino Parquesur,-3.7412698,40.3366704
hosteleria,bar,Kalígula's,-3.7410989,40.3367342
hosteleria,bar,Ñam,-3.7415718,40.3380787
hosteleria,pub,Derry Irish Tavern,-3.7510833,40.3351374
hosteleria,fast_food,Leganés Kebab,-3.7515032,40.3343434
hosteleria,bar,Cafetería París,-3.7507083,40.3315225
hosteleria,bar,El Encuentro,-3.7608492,40.3271394
comercio,bakery,Panadería Pedro's,-3.7563968,40.3294966
hosteleria,bar,La Joya Café,-3.7552061,40.3352921
hosteleria,fast_food,Cafetería Varela Tele Donner Kebab 1,-3.7455265,40.33885
hosteleria,bar,Cafetería - Burguer,-3.7663263,40.327476
hosteleria,restaurant,Cafetería Anfer - Superbestia Leganés,-3.7613422,40.3288193
hosteleria,bar,Bar Piscis,-3.7497213,40.3362132
comercio,car_dealership,Arguelles Automoviles,-3.4026477,40.4846248
hosteleria,restaurant,Radhuni,-3.6563007,40.4933614
comercio,garden_centre,Jardinería Ron,-3.908035,40.3549227
comercio,beauty_shop,Centro de Belleza Olga,-3.9075602,40.3547244
comercio,car_wash,Autoclean Car,-3.9071579,40.3548859
comercio,clothes,Mom,-3.9034824,40.3560673
hosteleria,restaurant,El Gallego de la Plaza,-3.903359,40.3562349
comercio,beauty_shop,Centro de Estética Aurora Gómez,-3.9038726,40.3567214
comercio,hairdresser,César Julián Naranjo Ramos,-3.9041717,40.3564178
comercio,furniture_shop,Dismobel,-3.9036822,40.3569002
comercio,furniture_shop,ABAI,-3.902376,40.3566028
comercio,car_dealership,Jeep,-3.7734857,40.3139517
comercio,car_dealership,Fiat,-3.7733801,40.3139778
comercio,car_dealership,Abarth,-3.7732953,40.3139987
comercio,car_dealership,Alfa Romeo,-3.7732041,40.3140212
comercio,car_dealership,Lancia,-3.7731097,40.3140445
comercio,car_dealership,SMART,-3.7724123,40.314566
comercio,car_rental,Hertz,-3.7709103,40.3154516
comercio,clothes,Keeveo,-3.7760397,40.3584245
comercio,clothes,Amichi,-3.7760732,40.358448
hosteleria,restaurant,Sureña y 100 Montaditos,-3.7761094,40.3584736
comercio,clothes,Santa Marta,-3.776143,40.3585063
comercio,clothes,Landed Madrid,-3.7761738,40.3585287
comercio,department_store,Embargosalobestia,-3.7762087,40.3585563
hosteleria,restaurant,Vips,-3.7762489,40.3585829
comercio,bicycle_shop,BH Store,-3.7762905,40.3586095
hosteleria,fast_food,Taco Bell,-3.7763307,40.358636
comercio,gift_shop,Churuata Creativa,-3.7763696,40.3586596
comercio,clothes,Klasiks,-3.7764501,40.3587117
hosteleria,fast_food,Kebab Acadios,-3.7765024,40.3587413
comercio,shoe_shop,Gioseppo,-3.7765534,40.3587689
comercio,clothes,Brands Gold Store,-3.7766365,40.3588128
hosteleria,restaurant,Foster's Hollywood,-3.7767183,40.3588547
comercio,toy_shop,Toy Planet Madrid,-3.7767813,40.3588701
hosteleria,restaurant,Restaurante Brasayleña,-3.7768444,40.3588149
hosteleria,restaurant,Ginos,-3.7769195,40.3588098
comercio,mobile_phone_shop,Vodafone,-3.7769731,40.3588282
comercio,clothes,Under Blue,-3.7770281,40.3588609
comercio,clothes,Fifty Factory,-3.7770657,40.3588793
hosteleria,fast_food,Burger King,-3.7770978,40.3589028
comercio,department_store,El Corte Inglés,-3.7771488,40.3589222
hosteleria,restaurant,Papizza,-3.7771904,40.3589488
comercio,sports_shop,Racing Boutique Outlet,-3.7772252,40.3589764
comercio,clothes,Tutto Tempo,-3.7772762,40.3589978
comercio,shoe_shop,Manuel Alves,-3.7773299,40.3590234
comercio,clothes,Lois - V&L,-3.7773687,40.3590489
comercio,supermarket,Alcampo,-3.777405,40.3590796
comercio,toy_shop,Tutto Cars,-3.7774492,40.3591072
comercio,mobile_phone_shop,Yoigo,-3.777527,40.3591777
hosteleria,fast_food,KFC,-3.7775659,40.3592124
hosteleria,bar,Anubis Sambil,-3.7776262,40.3592952
comercio,clothes,Modas Colombiana,-3.6690977,40.4245568
comercio,car_dealership,Volvo Servauto,-3.6737594,40.4247834
hosteleria,restaurant,Tres Torreones,-3.372145,40.4077855
comercio,bicycle_rental,NA,-3.703265,40.4535094
comercio,bicycle_rental,NA,-3.6972729,40.4630503
hosteleria,bar,La fontana de oro,-3.7016167,40.4163937
comercio,supermarket,La Despensa,-4.0188778,40.5603439
comercio,bicycle_shop,Duo Bike,-4.0168263,40.5613124
comercio,greengrocer,NA,-3.6361031,40.9933573
comercio,supermarket,Suma,-3.636266,40.9931954
comercio,supermarket,Covirán,-3.6362948,40.9928289
comercio,convenience,NA,-3.6363578,40.9923784
comercio,convenience,Alimentación Miorita,-4.0025864,40.5750344
comercio,doityourself,Ferretería San José,-4.0037679,40.5748233
hosteleria,restaurant,Restaurante Cachopería La Espuela,-4.0038688,40.5748767
hosteleria,restaurant,Restaurante Yummy,-3.4538886,40.6884382
hosteleria,restaurant,Restaurante Dans le noir,-3.7115556,40.4160718
hosteleria,pub,Bar la Filipiniana,-3.7126742,40.4783076
comercio,sports_shop,Bikila Running Store,-3.7179226,40.429313
comercio,laundry,Hidro Seco,-3.7122073,40.4542974
hosteleria,bar,El rincón de hercules,-3.7014482,40.4066683
hosteleria,pub,The bar,-3.7019855,40.4360079
comercio,optician,Visionlab,-3.6111419,40.5411878
comercio,furniture_shop,Maisons du Monde,-3.6108016,40.5413264
comercio,furniture_shop,Roche Bobois,-3.6105432,40.5429795
hosteleria,restaurant,Restaurante Casa Emeterio,-3.7023431,40.597308
hosteleria,bar,Taberna Groumet,-3.7058628,40.4093942
hosteleria,bar,Cafetería cervecería Oscar,-3.7545769,40.3311382
hosteleria,restaurant,Xiketa,-3.523893,40.3477197
hosteleria,restaurant,el Patio,-3.5231968,40.3411599
hosteleria,restaurant,La Fragua,-3.5239732,40.347799
comercio,mobile_phone_shop,GM Móvil,-3.7099172,40.4573625
comercio,bicycle_rental,NA,-3.704416,40.401102
comercio,bicycle_rental,NA,-3.7023172,40.3981428
hosteleria,bar,El Rinconcito,-3.5222234,40.3464387
comercio,hairdresser,C&P,-3.5220918,40.3462959
comercio,hairdresser,RocaRey,-3.5218867,40.3462121
comercio,supermarket,Intercor,-3.5217899,40.3458888
hosteleria,restaurant,Ali Doner Kebab,-3.5214149,40.3450255
comercio,hairdresser,Low Cost,-3.5210877,40.344446
hosteleria,restaurant,Jenifer,-3.5224055,40.3453549
hosteleria,restaurant,Quiroga,-3.5225797,40.3452995
comercio,beauty_shop,Aquacare,-3.5228024,40.3452306
hosteleria,restaurant,El Encuentro,-3.5229413,40.3451785
comercio,beauty_shop,Iluminati,-3.5239085,40.344736
hosteleria,restaurant,Las Delicias del Sur,-3.5241165,40.3443172
comercio,beauty_shop,Maribel Sanz,-3.5250969,40.3441823
comercio,supermarket,Besana,-3.5248568,40.3437837
comercio,hairdresser,Mai Hair,-3.5237704,40.3411308
comercio,greengrocer,365 Fruta,-3.5230654,40.3409342
hosteleria,restaurant,Xiada,-3.5229775,40.3420755
comercio,hairdresser,RSH,-3.5196535,40.3423097
hosteleria,restaurant,BuTa-K,-3.5192304,40.3422782
hosteleria,fast_food,La Jaquita,-3.5189316,40.3423702
hosteleria,restaurant,Dime que sí,-3.5188058,40.342624
hosteleria,cafe,Churrería Avenida,-3.5188584,40.3427613
comercio,beauty_shop,Brisa,-3.5198278,40.343099
comercio,hairdresser,Bella,-3.5202472,40.3431203
comercio,hairdresser,Mahena,-3.520325,40.3431592
hosteleria,bar,El Atrakón,-3.70074,40.4043287
hosteleria,restaurant,Croqueta y Presumida,-3.7131975,40.4364877
hosteleria,restaurant,Simona's Lounge,-3.5260078,40.349047
hosteleria,bar,Tapas y Cañas,-3.5258478,40.3489598
hosteleria,restaurant,Rivas Chicken,-3.5256014,40.3488342
comercio,clothes,Chloé,-3.5244713,40.34812
comercio,hairdresser,Frágola,-3.5245419,40.3481727
hosteleria,restaurant,Hungry's,-3.5246361,40.3482373
hosteleria,fast_food,Burger Kas,-3.5241793,40.3479131
hosteleria,restaurant,La Bella Napoli,-3.5250332,40.3484944
