Hospital,Especialidad,total_pacientes,media_tiempo_dias,ano,semana
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,386,33.32,2020,32
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,377,28.04,2020,31
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,364,24.09,2020,30
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,334,29.66,2020,10
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,347,31.49,2020,9
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,378,31.44,2020,7
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,390,35.77,2020,6
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,413,32.6,2020,5
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,420,35.91,2020,4
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,420,35.91,2020,3
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía General y del Aparato Digestivo,394,42.07,2020,2
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,44
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,43
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,42
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,41
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,40
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,NA,NA,2022,39
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,38
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,37
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,36
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,35
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,34
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,33
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,32
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,31
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,30
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,29
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,28
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,27
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,25
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,24
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,23
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,22
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,21
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,20
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,19
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,18
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,17
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,16
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,15
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,14
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,12
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,11
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,10
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,9
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,8
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,7
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,6
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,5
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,4
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,3
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,2
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2022,1
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,51
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,50
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,49
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,48
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,47
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,46
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,45
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,44
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,43
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,42
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,41
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,40
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,38
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,37
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,36
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,35
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,34
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,33
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,32
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,31
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,30
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,29
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,28
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,27
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,26
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,25
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,24
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,23
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,22
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,21
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,20
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,19
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,18
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,16
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,15
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,14
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,13
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,12
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,11
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,10
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,9
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,8
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,7
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,6
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,5
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,4
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,3
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,2
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2021,1
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,51
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,50
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,49
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,48
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,47
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,46
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,45
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,43
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,42
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,41
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,40
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,39
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,38
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,37
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,36
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,35
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,34
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,33
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,32
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,31
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,30
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,10
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,9
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,7
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,6
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,5
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,4
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,3
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Oral y Maxilofacial,0,0,2020,2
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,44
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,43
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,42
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,41
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,40
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,NA,NA,2022,39
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,38
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,37
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,36
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,35
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,34
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,33
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,32
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,31
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,30
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,29
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,28
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,27
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,25
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,24
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,23
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,22
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,21
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,20
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,19
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,18
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,17
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,16
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,15
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,14
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,12
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,11
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,10
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,9
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,8
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,7
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,6
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,5
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,4
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,3
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,2
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2022,1
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,51
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,50
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,49
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,48
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,47
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,46
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,45
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,44
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,43
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,42
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,41
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,40
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,38
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,37
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,36
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,35
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,34
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,33
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,32
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,31
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,30
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,29
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,28
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,27
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,26
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,25
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,24
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,23
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,22
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,21
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,20
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,19
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,18
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,16
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,15
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,14
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,13
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,12
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,11
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,10
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,9
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,8
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,7
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,6
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,5
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,4
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,3
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,2
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2021,1
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,51
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,50
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,49
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,48
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,47
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,46
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,45
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,43
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,42
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,41
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,40
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,39
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,38
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,37
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,36
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,35
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,34
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,33
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,32
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,31
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,30
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,10
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,9
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,7
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,6
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,5
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,4
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,3
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Pediátrica General,0,0,2020,2
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,44
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,43
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,42
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,41
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,40
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,NA,NA,2022,39
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,38
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,37
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,36
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,35
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,34
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,33
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,32
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,31
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,30
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,29
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,28
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,27
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,25
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,24
HOSPITAL UNIVERSITARIO DE MOSTOLES,Cirugía Plástica y Reparadora,0,0,2022,23
