"CCN","CODCNH","Nombre Centro","Dirección","Teléfono","Cód. Municipio","Municipio","Cód. Provincia","Provincia","Cód. CCAA","CCAA","Código Postal","CAMAS","Cód. Clase de Centro","Clase de Centro","Cód. Dep. Funcional","Dependencia Funcional","Forma parte Complejo","CODIDCOM","Nombre del Complejo","ALTA","Email","OBJECTID","NOMBRE","DIRECCION","TELEFONO","TELEFONO2","TELEFAX","CODMU","MUNICIPIOS","CODPROV","PROVINCIAS","CODAUTO","COMUNIDADES","CODPOSTAL","CODFI","FINALIDAD_ASISITENCIAL","CODPAT","DEPENDENCIA_PATRIMONIAL","CODFU","DEPENDENCIA_FUNCIONAL","ACREDOCENT","ESCOMPLE","FORCOMPLE","CERRADO","CAPITAL","CIERREFECH","CONCIERTO","EMAIL","TAC","RM","GAM","HEM","ASD","LIT","BCO","ALI","SPECT","PET","MAMOS","DO","DIAL","X","Y","CalidadGeocodificacion","id_area","nombre_area"
"1328000016","280164","HOSPITAL CARLOS III","CALLE DE SINESIO DELGADO 8-10","914532500","280796","Madrid","28","MADRID","13","MADRID","28029",95,"C190","Otros Centros con Internamiento","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","S","281168","Complejo Hospitalario La Paz","N",NA,483,"HOSPITAL CARLOS III","SINESIO DELGADO, 8-10",917277000,NA,913584699,"280796","Madrid","28","MADRID","13","MADRID","28029",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","S","N","S",NA,"N","gencia.hulp@salud.madrid.org",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69623007399997,40.475147959,"Manual","05","Norte"
"1328000086","281270","HOSPITAL UNIVERSITARIO INFANTA LEONOR","AVENIDA DE LA GRAN VIA DEL ESTE 80","911918000","280796","Madrid","28","MADRID","13","MADRID","28031",269,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","S","281405","Complejo Hospitalario Infanta Leonor","N",NA,549,"HOSPITAL UNIVERSITARIO INFANTA LEONOR","GRAN VÍA DEL ESTE, 80",911918000,NA,911919077,"280796","Madrid","28","MADRID","13","MADRID","28031",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","S","N","S",NA,"N","gerencia.hvll@salud.madrid.org",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61770841499992,40.386418674,"Manual","01","Sur-Este"
"1328000048","280259","INSTITUTO PROVINCIAL DE REHABILITACION","CALLE DE FRANCISCO SILVELA 40","915868967","280796","Madrid","28","MADRID","13","MADRID","28028",96,"C12","Hospitales especializados","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","S","280225","Complejo Hospitalario Gregorio Marañón","N",NA,487,"INSTITUTO PROVINCIAL DE REHABILITACION","FRANCISCO SILVELA, 40",915868967,NA,915868996,"280796","Madrid","28","MADRID","13","MADRID","28028",13,"GERIATRÍA Y/O LARGA ESTANCIA",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","S","N","S",NA,"N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67288676899994,40.4330144560001,"Manual","02","Centro-Norte"
"1328000044","280091","HOSPITAL VIRGEN DE LA TORRE","CALLE DEL PUERTO DE LUMBRERAS 5","913315814","280796","Madrid","28","MADRID","13","MADRID","28031",92,"C13","Hospitales de media y larga estancia","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","S","281405","Complejo Hospitalario Infanta Leonor","N",NA,478,"HOSPITAL VIRGEN DE LA TORRE","PUERTO LUMBRERAS, 5",911918883,NA,911919895,"280796","Madrid","28","MADRID","13","MADRID","28031",14,"OTROS MONOGRÁFICOS",1,"SEGURIDAD SOCIAL",34,"SERVICIO MADRILEÑO DE SALUD","N","N","S","N","S",NA,"N","gerencia.hvll@salud.madrid.org",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61929255299998,40.381025902,"Manual","01","Sur-Este"
"1328000020","280148","HOSPITAL CENTRAL DE LA CRUZ ROJA, SAN JOSE Y SANTA ADELA","AVENIDA DE LA REINA VICTORIA 22-26","914538300","280796","Madrid","28","MADRID","13","MADRID","28003",156,"C190","Otros Centros con Internamiento","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,482,"HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA","AV. DE LA REINA VICTORIA, 22-24",914538300,NA,915330515,"280796","Madrid","28","MADRID","13","MADRID","28003",1,"GENERAL",11,"PRIVADO-BENÉFICO (CRUZ ROJA)",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","S",NA,"N","gerent.hccruzr@salud.madrid.org",1,0,1,0,0,0,0,0,0,0,1,0,0,-3.70693215899996,40.447152471,"PointAddress","05","Norte"
"1328000001","280856","FREMAP HOSPITAL MAJADAHONDA","CARRETERA M-515 (POZUELO) 61","917461540","280800","Majadahonda","28","MADRID","13","MADRID","28220",116,"C12","Hospitales especializados","21","MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL","N",NA,NA,"N","IGNACIO_LORENZO@FREMAP.ES",524,"FREMAP HOSPITAL Y CENTRO DE REHABILITACION DE MAJADAHONDA","CTRA. DE POZUELO, 61",916265642,916265279,916392607,"280800","Majadahonda","28","MADRID","13","MADRID","28222",10,"TRAUMATOLOGÍA Y/O REHABILITACIÓN",10,"MATEP",19,"MATEP","S","N","N","N","N",NA,"N","braulio_garrido@fremap.es",1,2,0,0,0,0,0,0,0,0,0,0,0,-3.85132607899993,40.452236896,"StreetAddress","06","Oeste"
"1328000087","281315","HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA","CALLE MANUEL DE FALLA 1","911916000","280800","Majadahonda","28","MADRID","13","MADRID","28222",613,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,553,"HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA","JOAQUÍN RODRIGO, 2",911916000,911916468,913734661,"280800","Majadahonda","28","MADRID","13","MADRID","28222",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","N",NA,"N","gerent.hpth@salud.madrid.org",3,3,0,2,3,1,0,4,4,1,2,1,31,-3.87375168899996,40.4501393560001,"Manual","06","Oeste"
"1328016888","281360","HOSPITAL UNIVERSITARIO HM PUERTA DEL SUR","AVENIDA DE CARLOS V 70","000000000","280920","Móstoles","28","MADRID","13","MADRID","28938",182,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,558,"HM UNIVERSITARIO PUERTA DEL SUR","AVENIDA DE CARLOS V, 70",912673100,NA,912673193,"280920","Móstoles","28","MADRID","13","MADRID","28938",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","S","N","N","N","N",NA,"S","sruizdeaguiar@hmhospitales.com",2,3,1,1,1,0,0,2,1,1,1,0,0,-3.85685548899994,40.3144351110001,"StreetAddressExt","08","Sur-Oeste I"
"1328000026","280894","HOSPITAL UNIVERSITARIO DE MOSTOLES","CALLE RIO JUCAR S/N","916648600","280920","Móstoles","28","MADRID","13","MADRID","28935",328,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N","SECREGER@CHM.ES",525,"HOSPITAL UNIVERSITARIO DE MOSTOLES","C/ DR. LUIS MONTES S/N (ANTIGUA C/ RÍO JÚCAR)",916648600,NA,916471917,"280920","Móstoles","28","MADRID","13","MADRID","28935",1,"GENERAL",1,"SEGURIDAD SOCIAL",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","N",NA,"N","gerent.hmtl@salud.madrid.org",1,2,0,0,0,0,0,0,0,0,2,0,0,-3.87753333599994,40.3158212770001,"Manual","08","Sur-Oeste I"
"1328000090","281348","HOSPITAL UNIVERSITARIO REY JUAN CARLOS","CALLE GLADIOLO S/N","000000000","280920","Móstoles","28","MADRID","13","MADRID","28933",382,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,556,"HOSPITAL REY JUAN CARLOS","GLADIOLO S/N",914816225,NA,914816216,"280920","Móstoles","28","MADRID","13","MADRID","28933",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","N",NA,"N","info@hospitalreyjuancarlos.es",2,3,0,1,2,0,0,1,1,1,2,1,20,-3.87041195099994,40.3391962160001,"Manual","08","Sur-Oeste I"
"1328000076","281203","HOSPITAL UNIVERSITARIO QUIRONSALUD MADRID","CALLE DIEGO DE VELAZQUEZ 1","000000000","281150","Pozuelo de Alarcón","28","MADRID","13","MADRID","28223",278,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,542,"HOSPITAL QUIRONSALUD MADRID","DIEGO DE VELAZQUEZ, 1",902151016,914521906,915183232,"281150","Pozuelo de Alarcón","28","MADRID","13","MADRID","28223",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","S","N","N","N","N",NA,"S","direccion.mad@quironsalud.es",2,3,1,1,0,0,2,1,1,1,1,0,0,-3.78466211799997,40.4017819480001,"StreetAddressExt","06","Oeste"
"1328000021","280920","HOSPITAL EL ESCORIAL","CARRETERA DE M-600 (GUADARRAMA) KM.6,255","918973000","281317","San Lorenzo de El Escorial","28","MADRID","13","MADRID","28200",91,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,526,"HOSPITAL EL ESCORIAL","CTRA. GUADARRAMA - SAN LORENZO DE EL ESCORIAL, KM. 6,2",918973000,NA,918973005,"281317","San Lorenzo de El Escorial","28","MADRID","13","MADRID","28200",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","N",NA,"N","hospitalelescorial.h@salud.madrid.org",1,1,0,0,0,0,0,0,0,0,1,0,0,-4.11955033899994,40.6074541610001,"Manual","06","Oeste"
"1328000082","281258","HOSPITAL UNIVERSITARIO INFANTA SOFIA","PASEO EUROPA 34","911914000","281343","San Sebastián de los Reyes","28","MADRID","13","MADRID","28702",276,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,547,"HOSPITAL UNIVERSITARIO INFANTA SOFIA","PASEO DE EUROPA,32",911914000,911914075,911915017,"281343","San Sebastián de los Reyes","28","MADRID","13","MADRID","28702",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","N",NA,"N","gerencia.huis@salud.madrid.org",1,2,0,0,1,0,0,0,0,0,2,1,21,-3.61059588599994,40.5578023210001,"Manual","05","Norte"
"1328000089","281337","HOSPITAL UNIVERSITARIO DE TORREJON","CALLE MATEO INURRIA 1","000000000","281489","Torrejón de Ardoz","28","MADRID","13","MADRID","28850",250,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,555,"HOSPITAL UNIVERSITARIO DE TORREJON","MATEO INURRIA, S/N",916262518,NA,914886624,"281489","Torrejón de Ardoz","28","MADRID","13","MADRID","28850",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","N",NA,"N","gerencia@torrejonsalud.com",3,2,0,1,1,0,0,2,0,0,1,1,22,-3.43651467899997,40.465047826,"Manual","03","Este"
"1328000072","281157","HOSPITAL UNIVERSITARIO HM TORRELODONES","AVENIDA CASTILLO DE OLIVARES S/N","912675000","281527","Torrelodones","28","MADRID","13","MADRID","28250",86,"C11","Hospitales Generales","20","PRIVADOS","N",NA,NA,"N",NA,538,"HOSPITAL UNIVERSITARIO HM TORRELODONES","AV. CASTILLO OLIVARES S/N",912675000,912675062,918591555,"281527","Torrelodones","28","MADRID","13","MADRID","28250",1,"GENERAL",14,"PRIVADO NO BENÉFICO",23,"PRIVADO NO BENÉFICO","S","N","N","N","N",NA,"S","mvillarinop@hmhospitales.com",1,2,0,0,0,0,0,0,0,0,1,0,0,-3.92559737499994,40.570491744,"StreetName","06","Oeste"
"1328000080","281236","HOSPITAL UNIVERSITARIO INFANTA ELENA","AVENIDA REYES CATOLICOS 21","000000000","281610","Valdemoro","28","MADRID","13","MADRID","28342",182,"C11","Hospitales Generales","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,545,"HOSPITAL UNIVERSITARIO INFANTA ELENA","AV. DE LOS REYES CATÓLICOS, 21",918948410,918948540,918948538,"281610","Valdemoro","28","MADRID","13","MADRID","28342",1,"GENERAL",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","S","N","N","N","N",NA,"N","sonia.gonzalez@quironsalud.es",1,2,0,1,1,0,0,0,0,0,1,1,17,-3.69744306799993,40.1988414420001,"Manual","11","Sur Ii"
"1328000035","280936","HOSPITAL VIRGEN DE LA POVEDA","CARRETERA M-952 (ACCESO AL HOSPITAL) KM.5","918608000","281718","Villa del Prado","28","MADRID","13","MADRID","28630",202,"C13","Hospitales de media y larga estancia","2","SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS","N",NA,NA,"N",NA,527,"HOSPITAL VIRGEN DE LA POVEDA","CTRA. DEL HOSPITAL, S/N KM. 5",918608000,NA,918620100,"281718","Villa del Prado","28","MADRID","13","MADRID","28630",13,"GERIATRÍA Y/O LARGA ESTANCIA",6,"COMUNIDAD AUTÓNOMA",34,"SERVICIO MADRILEÑO DE SALUD","N","N","N","N","N",NA,"N","gerenciahvpo@salud.madrid.org",0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27627727299995,40.2477761910001,"Manual","08","Sur-Oeste I"
